PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
9102;Hospital Universitario Ramón y Cajal;;;;Metro: Begoña (línea 10)  Bus: 125, 135, 165, 166  Cercanías Renfe: Ramón y Cajal (líneas C3, C7, C8, Regional);;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8ca21c7a2c61c010VgnVCM1000000b205a0aRCRD;SAN MODESTO;CALLE;V;50;;;;;MADRID;MADRID;28034;6;VALVERDE;8;FUENCARRAL-EL PARDO;441183;4482120;40.48769712;-3.693996974;913 368 000;;;/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios; 
9110;Hospital Universitario Santa Cristina;Fue inaugurado en 1926 por el Rey Alfonso XIII y la Reina Victoria Eugenia. Fruto de la arquitectura civil de principios del siglo XX el edificio fue declarado monumento artístico de interés cultural por el gobierno de la nación. (Real Decreto 984/1999 de 4 de junio).;;;"Metro: O&amp;acute;Donnell (línea 6)  Bus: 28, 203, E2, E3, 143, 156, 2, 30, 56, 71, E4  Bicimad: Estación 62 (calle O'Donnell, 50)";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19531c7a2c61c010VgnVCM1000000b205a0aRCRD;MAESTRO VIVES;CALLE;V;2;;;;y 3;MADRID;MADRID;28009;2;GOYA;4;SALAMANCA;443165;4475011;40.42191003;-3.671265206;91 5 574 300;915 574 400;;/contenido/entidadesYorganismos/CentrosAtencionMedica/HospitalesClinicasSanatorios; 
61612;IADE Escuela de Diseño;;;Diseño de interiores. Diseño de moda Másteres.;"Metro: Serrano (línea 4).  Bus: 1, 19, 51, 74, 9.  Cercanías Renfe: Recoletos (líneas C1, C2, C7, C10 y Regional).  Bicimad: Estaciones 92 (calle Claudio Coello, 45) y 105 (calle Serrano, 54).  Aparcamientos: Serrano II (39), calle Serrano entre Ortega y Gasset y Hermosilla; Velázquez Ayala (42), calle Velázquez y calle Ayala.";;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d4ed8ed67151c010VgnVCM2000000c205a0aRCRD;CLAUDIO COELLO;CALLE;V;48;;;;;MADRID;MADRID;28001;1;RECOLETOS;4;SALAMANCA;441793;4475397;40.42717633;-3.686188532;915 771 728;;admisiones@iade.es;/contenido/entidadesYorganismos/Universidades/OtrosCentrosUniversitarios; 
6840;ICEX-CECO Centro de Estudios Económicos y Comerciales;;;;Bus: 133, 83.;Programas másteres y MBA.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1fdab0c40971c010VgnVCM1000000b205a0aRCRD;CARDENAL HERRERA ORIA;AVENIDA;V;378;;;;EDIFICIO A;MADRID;MADRID;28035;2;FUENTELARREINA;8;FUENCARRAL-EL PARDO;436907;4480862;40.4760548;-3.744333024;915 631 815;;informacion@icex.es;/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada; 
7116901;IE Business School;;;Titulaciones de grado:  Administración de Empresas. Comportamiento y Ciencias Sociales. Comunicación y Medios Digitales. Computación e Inteligencia Artificial. Datos y Analítica de Negocio.   Másteres y postgrado.;Metro: Gregorio Marañón (líneas 7 y 10).  Bus: 12, 19, 51, 9.  Bicimad: Estación 250 (calle Serrano, 113B).  Aparcamiento: Serrano I (62), calle Serrano entre Hermanos Becquer y Marqués de Villamejor.;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f52e71ecde351410VgnVCM2000000c205a0aRCRD;MARIA DE MOLINA;CALLE;V;13;;;;;MADRID;MADRID;28006;1;EL VISO;5;CHAMARTIN;441705;4476599;40.43799504;-3.687334678;915 689 600;;info@ie.edu;/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada; 
10091058;IED Madrid Enseñanzas Profesionales;Centro privado de formación profesional específica;;;"Metro: Santo Domingo (línea 2), Plaza de España (líneas 3 y 10), Callao (líneas 3 y 5).  Bus: 001, 1, 133, 147, 148, 2, 44, 46, 74, 75, 146, 3.  Bicimad: Estaciones 16 (calle San Bernardo, 22), 2 (calle Miguel Moya, 1), 22 (calle Jacometrezo, 3), 23 (plaza de Santo Domingo, 1).  Aparcamientos: Luna-Tudescos (14), plaza de Santa María Soledad Torres Acosta con vuelta a calle Luna; Isabel la Católica (98), calle de Isabel la Católica.";Formación profesional de grado superior  Textil, confección y piel:  Patronaje y moda.  Informática y comunicaciones:  Desarrollo de aplicaciones multiplataforma. Desarrollo de aplicaciones web.  Imagen y sonido:  Animaciones 3D, juegos y entornos interactivos.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=24cac87ce6e45510VgnVCM1000001d4a900aRCRD;FLOR ALTA;CALLE;V;8;;;;;MADRID;MADRID;28004;5;UNIVERSIDAD;1;CENTRO;440013;4474797;40.42164501;-3.707112628;914 480 444;;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados; 
11987196;IED Madrid Enseñanzas Profesionales II;Centro privado de formación profesional específica.;;;Metro: Oporto (líneas 5 y 6).  Bus: 118, 34, 35.;Formación profesional de grado superior   Informática y comunicaciones:    Desarrollo de aplicaciones web.;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=504b8740c2a77810VgnVCM2000001f4a900aRCRD;PEDRO DIEZ;AVENIDA;V;3;;;;;MADRID;MADRID;28019;3;SAN ISIDRO;11;CARABANCHEL;438099;4471375;40.39068139;-3.729338057;;;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados; 
6839;IESE Madrid Business School;;;;;;3;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85813b54d771c010VgnVCM1000000b205a0aRCRD;CERRO DEL AGUILA;CAMINO;V;3;;;;;MADRID;MADRID;28023;7;ARAVACA;9;MONCLOA-ARAVACA;435663;4478151;40.4515327;-3.758729467;912 113 000;;;/contenido/entidadesYorganismos/CentrosEnseñanzaEspecializada; 
6254;Institución Profesional Salesiana;;;;Bus: 34 , 35, 139Metro: Carabanchel Alto;Enseñanzas impartidas:  - Educación Infantil Segundo Ciclo - Primaria - ESO - Bachillerato (Humanidades y Ciencias  Sociales - Ciencias). - Formación Profesional Básica: Servicios administrativos, Fabricación y montaje, Informática y comunicaciones. - Formación Profesional de Grado Medio: Gestión administrativa - Sistemas microinformáticos y redes - Instalaciones eléctricas y automáticas - Mecanizado - Mantenimiento electromecánico. - Formación Profesional de Grado Superior: Administración de sistemas informáticos en red - Educación Infantil - Animación de actividades físicas y deportivas -  Programación de la producción en fabricación mecánica - Sistemas de telecomunicación e informáticos - Sistemas electrotécnicos y automatizados - Mantenimiento electrónico - Mecatrónica industrial -  Eficiencia Energetica y Energía Solar Térmica - Integración social - Curso preparatorio prueba acceso Grado Medio y Superior;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=72a8ae10c471c010VgnVCM1000000b205a0aRCRD;DON BOSCO;RONDA;V;3;;;;;MADRID;MADRID;28044;6;BUENAVISTA;11;CARABANCHEL;436065;4469559;40.37416216;-3.753141825;915 087 640;915 086 152;secretaria@salesianoscarabanchel.com;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPrivadosConcertados; 
6087;Instituto de Educación Secundaria (IES) Alameda de Osuna;;;Planes de mejora.;BUS: 105 , 112 , 115 , 151;"ENSEÑANZA: ESO - BACHILLERATO (Humanidades y Ciencias Sociales - Ciencias). Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f33fc05ef571c010VgnVCM1000000b205a0aRCRD;ANTONIO SANCHA;CALLE;V;11;;;;;MADRID;MADRID;28042;1;ALAMEDA DE OSUNA;21;BARAJAS;450077;4479012;40.46026927;-3.588837072;912 761 560;913 291 525;ies.alamedadeosuna.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
8145525;Instituto de Educación Secundaria (IES) Alfredo Kraus;;;;METRO: Méndez Álvaro Cercanías: Méndez Álvaro BUS: 8, 102, 113, 148, 152, 156;"ENSEÑANZA: Educación Secundaria Obligatoria - Bachillerato (Ciencias - Humanidades y Ciencias Sociales) - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e39f02882e68e410VgnVCM2000000c205a0aRCRD;GUADALAJARA;AVENIDA;V;126;;;;;MADRID;MADRID;28022;5;ROSAS;20;SAN BLAS-CANILLEJAS;448455;4474989;40.42393769;-3.607628889;912 760 100 - 618 228 203;912 760 100;ies.alfredokraus.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
11167230;Instituto de Educación Secundaria (IES) Ana Frank;;;;Bus: 160, 161 Cercanías:C-7, C-10 (Estación Aravaca);"ENSEÑANZA: Educación Secundaria Obligatoria - Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=bd0741c9f7c91710VgnVCM2000001f4a900aRCRD;ARROYO DE POZUELO;CALLE;V;1;;;;;MADRID;MADRID;28023;7;ARAVACA;9;MONCLOA-ARAVACA;434876;4478132;40.45130261;-3.768005821;638 218 736 (Secretaria);;ies.anafrank.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
10773928;Instituto de Educación Secundaria (IES) Antonio Fraguas 'Forges';;;;Bus: 8, 102, 113, 148, 152, 156 Metro: Méndez Álvaro Cercanías: Méndez Álvaro;"ENSEÑANZA: Educación Secundaria Obligatoria - Bachillerato (Ciencias - Humanidades y Ciencias Sociales) Enseñanza biling&amp;uuml;e";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=68b75327d72c5610VgnVCM1000001d4a900aRCRD;ALBERCHE;CALLE;V;10;;;;;MADRID;MADRID;28007;1;PACIFICO;3;RETIRO;442488;4472443;40.40061498;-3.677734907;918 175 930 - 639  101 034 - 626 124 989;;ies.forges.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6089;Instituto de Educación Secundaria (IES) Antonio Machado;;;Planes de mejora.;BUS: 47;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales);1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=195fc05ef571c010VgnVCM1000000b205a0aRCRD;ALFONSO FERNANDEZ;CALLE;V;25;;;;;MADRID;MADRID;28044;6;BUENAVISTA;11;CARABANCHEL;435970;4468931;40.36661543;-3.755460568;915 085 940 - 915 085 941;915 080 321;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6090;Instituto de Educación Secundaria (IES) Arcipreste de Hita;;;;BUS: 24 , 103 , 111;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales). EDUCACIÓN BÁSICA DE PERSONAS ADULTAS TERCER TRAMO EDUCACIÓN BÁSICA PARA PERSONAS ADULTAS;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab6fc05ef571c010VgnVCM1000000b205a0aRCRD;SUR;RONDA;NUM;6;;;;;MADRID;MADRID;28053;1;ENTREVIAS;13;PUENTE DE VALLECAS;443078;4470010;40.37685228;-3.671842687;917 858 510;915 073 457;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6091;Instituto de Educación Secundaria (IES) Arturo Soria;;;Planes de mejora.;BUS: 7 , 29 , 107 , 129;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3e7fc05ef571c010VgnVCM1000000b205a0aRCRD;SOMONTIN;CALLE;V;59;;;;;MADRID;MADRID;28033;5;APOSTOL SANTIAGO;16;HORTALEZA;444028;4480985;40.47766661;-3.660341136;913 028 445;917 668 081;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6092;Instituto de Educación Secundaria (IES) Avenida de los Toreros;;;Planes de mejora.;METRO: Ventas BUS: 12 , 21 , 38 , 43 , 48 , 53 , 74 , 106 , 110 , 146 , 210;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales);1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c09fc05ef571c010VgnVCM1000000b205a0aRCRD;TOREROS;AVENIDA;V;57;;;;;MADRID;MADRID;28028;4;GUINDALERA;4;SALAMANCA;443616;4476082;40.43346107;-3.664777722;913 552 326;913 561 205;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6209;Instituto de Educación Secundaria (IES) Barajas;;;;BUS: 11 , 53 , 114 , 115 , 122;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales). FORMACIÓN PROFESIONAL DE GRADO MEDIO (Carrocería - Electromecánica de Vehículos Automóviles -Instalaciones de telecomunicaciones - Instalaciones eléctricas y automáticas - Joyería - Mecanizado - Soldadura y calderería) FORMACIÓN PROFESIONAL DE GRADO SUPERIOR (Automoción - Desarrollo de aplicaciones multiplataforma - Mantenimiento aeromecánico - Mantenimiento de aviónica). PROGRAMAS DE CUALIFICACIÓN PROFESIONAL VOLUNTARIOSPROGRAMAS DE CUALIFICACIÓN PROFESIONAL INICIAL: GENERAL: Operaciones de fontanería y calefacción-climatización - Operaciones auxiliares de mantenimiento de vehículos - Operaciones auxiliares en fabricación por mecanizado - Operaciones auxiliares  de montaje de instalaciones en edificios.;1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=53afc05ef571c010VgnVCM1000000b205a0aRCRD;AMERICA;AVENIDA;V;119;;;;;MADRID;MADRID;28042;1;ALAMEDA DE OSUNA;21;BARAJAS;449185;4477938;40.45054903;-3.599259696;917 426 211;917 420 251;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6159;Instituto de Educación Secundaria (IES) Barrio de Bilbao;;;Planes de mejora.;BUS: 4 , 38 , 48 , 70 , 106 , 109;"FORMACIÓN PROFESIONAL BÁSICA   Imagen Personal (peluquería y estética)     FORMACIÓN PROFESIONAL  DE GRADO MEDIO    Servicios Socioculturales y a la Comunidad (Atención a personas en situación de dependencia)    Imagen Personal (peluquería y cosmética capilar; estética y belleza)     FORMACIÓN PROFESIONAL DE GRADO SUPERIOR  Servicios Socioculturales y a la Comunidad (Educación Infantil; Animación Sociocultural y Turística; Integración Social; Promoción de la Igualdad de Género) Imagen Personal (Termalismo y bienestar; Estética integral y bienestar; Caracterización y maquillaje profesional; Estilismo y dirección de peluquería)";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e5bfc05ef571c010VgnVCM1000000b205a0aRCRD;VILLAESCUSA;CALLE;NUM;20;;;;;MADRID;MADRID;28017;2;PUEBLO NUEVO;15;CIUDAD LINEAL;446501;4474680;40.42103062;-3.630647755;913 041 018;917 542 920;es.barriodebilbao.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6150;Instituto de Educación Secundaria (IES) Barrio Simancas;;;Planes de mejora.;METRO: Simancas BUS: 4 , 38 , 48 , 70;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c0c5c05ef571c010VgnVCM1000000b205a0aRCRD;ZARATAN;CALLE;V;6;;;;;MADRID;MADRID;28037;1;SIMANCAS;20;SAN BLAS-CANILLEJAS;447062;4475799;40.42926639;-3.625395975;913 041 570;917 545 083;ies.barriosimancas.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6094;Instituto de Educación Secundaria (IES) Beatriz Galindo;;;Planes de mejora.;METRO: Serrano BUS: 53 , 1 , 5 , 9 , 14 , 19 , 21 , 45 , 51 , 53 , 74;ENSEÑANZA: ESO - BACHILLERATO (Ciencia y Tecnología - Humanidades y Ciencias Sociales ) CURSO PREPARATORIO PRUEBA ACCESO GRADO MEDIOCURSO PREPARATORIO PRUEBA ACCESO GRADO SUPERIORFORMACIÓN PROFESIONAL DE  GRADO MEDIO (Gestión administrativa)FORMACIÓN PROFESIONAL DE GRADO SUPERIOR (Administración y finanzas) EDUCACIÓN SECUNDARIA OBLIGATORIA PARA  PERSONAS ADULTAS;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=78cfc05ef571c010VgnVCM1000000b205a0aRCRD;GOYA;CALLE;NUM;10;;;;;MADRID;MADRID;28001;1;RECOLETOS;4;SALAMANCA;441793;4475172;40.42514677;-3.686186172;915 764 706 / 914 316 223 / 914 314 814;915 760 637;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6095;Instituto de Educación Secundaria (IES) Blas de Otero;;;Planes de mejora.;METRO: Aluche , Empalme BUS: 17 , 31 , 36 , 121 , 131 , 138 , 139 , H RENFE: Aluche;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0bdfc05ef571c010VgnVCM1000000b205a0aRCRD;MAQUEDA;CALLE;V;130;;;;;MADRID;MADRID;28024;4;ALUCHE;10;LATINA;435325;4471200;40.38888787;-3.762024576;917 191 511;917 176 845;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6096;Instituto de Educación Secundaria (IES) Calderón de la Barca;;;Planes de mejora.;METRO: Plaza Elíptica BUS: 47 , 55 , 81 , 247;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales). FORMACIÓN PROFESIONAL DE GRADO MEDIO (Gestión administrativa) FORMACIÓN PROFESIONAL DE GRADO SUPERIOR (Administración y finanzas) EDUCACIÓN SECUNDARIA OBLIGATORIA PARA PERSONAS ADULTAS (A distancia);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9defc05ef571c010VgnVCM1000000b205a0aRCRD;ANTONIO DE LEYVA;CALLE;NUM;84;;;;;MADRID;MADRID;28019;2;OPAÑEL;11;CARABANCHEL;439157;4471038;40.38779958;-3.716652026;915 608 300 - 915 609 329;915 650 795;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosEducacionAdultos; 
6097;Instituto de Educación Secundaria (IES) Cardenal Cisneros;;;Planes de mejora. Club de Esgrima Cardenal Cisneros;METRO: Noviciado , Plaza de España BUS: 1 , 2 , 44 , 46 , 74 , 75 , 133 , 147 , 148 , 202;"ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales). Secciones ling&amp;uuml;ísticas de alemán. EDUCACIÓN BÁSICA PARA PERSONAS ADULTAS";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2000c05ef571c010VgnVCM1000000b205a0aRCRD;REYES;CALLE;NUM;4;;;;;MADRID;MADRID;28015;5;UNIVERSIDAD;1;CENTRO;439909;4475104;40.42440033;-3.708375945;915 224 869;915 216 372;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6098;Instituto de Educación Secundaria (IES) Cardenal Herrera Oria;;;Planes de mejora.;METRO: Herrera Oria BUS: 49 , 64 , 67 , 83 , 124 , 133 , 134;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b210c05ef571c010VgnVCM1000000b205a0aRCRD;FERMIN CABALLERO;CALLE;NUM;68;;;;;MADRID;MADRID;28034;4;EL PILAR;8;FUENCARRAL-EL PARDO;439732;4481568;40.48260881;-3.711075822;913 781 940 / 913 780 598;917 385 794;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6099;Instituto de Educación Secundaria (IES) Carlos III;;;Planes de mejora.;METRO: San Blas BUS: 4 , 48 , 106 , 140 , 153;ENSEÑANZA: ESO - BACHILLERATO (Ciencias - Humanidades y Ciencias Sociales - Artes);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4520c05ef571c010VgnVCM1000000b205a0aRCRD;ARCOS DE JALON;CALLE;V;116;;;;;MADRID;MADRID;28037;4;ARCOS;20;SAN BLAS-CANILLEJAS;447834;4475126;40.42512416;-3.614960195;913 064 069;913 135 164;ies.carlostercero.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6207;Instituto de Educación Secundaria (IES) Carlos María Rodríguez Valcárcel;;;Planes de mejora.;METRO: Vinateros BUS: 8 , 20 , 30 , 32 , 100;ENSEÑANZA: ESO - BACHILLERATO: Humanidades y Ciencias Sociales - Ciencias. FORMACIÓN PROFESIONAL DE GRADO MEDIO: Vídeo, Disc-jockey y Sonido - Transporte y mantenimiento de vehículos.FORMACIÓN PROFESIONAL DE GRADO SUPERIOR: Transporte y mantenimiento de vehículos - Iluminacion, Captación y Tratamiento de Imagen - Producción de Audiovisuales y Espectáculos - Animaciones 3D, Juegos y Entornos Interactivos.;0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d730c05ef571c010VgnVCM1000000b205a0aRCRD;ENCUENTRO;PLAZA;NUM;4;;;;;MADRID;MADRID;28030;5;FONTARRON;14;MORATALAZ;444767;4473156;40.40530723;-3.652220706;914 393 570 - 914 375 076;914 393 014;;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6100;Instituto de Educación Secundaria (IES) Celestino Mutis;;;Planes de mejora.;BUS: 22 , 76 , 79 , 86 , 130 , 131 RENFE: Puente Alcocer;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales);1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a40c05ef571c010VgnVCM1000000b205a0aRCRD;HUERTA DE VILLAVERDE;CALLE;V;15;;;;;MADRID;MADRID;28021;;SAN ANDRES;;VILLAVERDE;439546;4466869;40.34830727;-3.713148781;917 954 006 - 917 984 788;915 053 829;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6101;Instituto de Educación Secundaria (IES) Cervantes;;;;METRO: Embajadores BUS: 34 , 36 , 41 , 78 , 119 , 148 RENFE: Embajadores;"ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y C. Sociales - Ciencias de la Naturaleza y de la Salud) - Enseñanza biling&amp;uuml;e.EDUCACIÓN BÁSICA PARA PERSONAS ADULTASTERCER TRAMO DE EDUCACIÓN BÁSICA PARA PERSONAS ADULTAS";0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fc50c05ef571c010VgnVCM1000000b205a0aRCRD;EMBAJADORES;CALLE;NUM;70;;;;;MADRID;MADRID;28012;2;EMBAJADORES;1;CENTRO;440333;4473050;40.40592736;-3.703197155;915 285 512 -  915 285 061;915 276 281;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
6160;Instituto de Educación Secundaria (IES) Ciudad de Jaén;;;Planes de mejora. Integración preferente (motóricos).;BUS: 78 , 81 , 121 RENFE: Orcasitas;"ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales) - Enseñanza biling&amp;uuml;eFORMACIÓN PROFESIONAL DE GRADO MEDIO (Gestión administrativa - Estética personal decorativa - Peluqueria y cosmética capilar) FORMACIÓN PROFESIONAL DE GRADO SUPERIOR (Administración y finanzas - Estética integral y bienestar). PROGRAMA DE CUALIFICACIÓN PROFESIONAL INICIAL: OBLIGATORIOS:  ESPECIAL (Servicios auxiliares en Administración y Gestión). GENERAL (Servicios auxiliares en Administración y Gestión - Servicios auxiliares de peluquería)  PROGRAMA DE CUALIFICACIÓN PROFESIONAL INICIAL: VOLUNTARIOS";1;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f60c05ef571c010VgnVCM1000000b205a0aRCRD;RIO;CAMINO;V;5;;;;;MADRID;MADRID;28041;2;ORCASUR;12;USERA;440673;4469451;40.37164844;-3.700119742;913 173 000 - 913 173 332;913 171 528;ies.ciudaddejaen.madrid@educa.madrid.org;/contenido/entidadesYorganismos/CentrosEducacion/CentrosFormacionProfesionalPublicos; 
6102;Instituto de Educación Secundaria (IES) Ciudad de los Ángeles;;;;BUS: 18 , 22 , 86 , 130;ENSEÑANZA: ESO - BACHILLERATO (Ciencias y Tecnología - Humanidades y Ciencias Sociales);0;http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1280c05ef571c010VgnVCM1000000b205a0aRCRD;ANOETA;CALLE;NUM;16;;;;;MADRID;MADRID;28041;5;LOS ANGELES;17;VILLAVERDE;440710;4467155;40.35283995;-3.698205912;917 985 361 -917 962 228;915 053 762;;/contenido/entidadesYorganismos/CentrosEducacion/InstitutosEnseñanzaSecundaria; 
